policy,candle,fee_bps
DAHook,465,26.0
DAHook,471,27.0
DAHook,474,28.0
DAHook,475,29.0
DAHook,477,30.0
DAHook,480,29.0
DAHook,483,30.0
DAHook,487,29.0
DAHook,488,30.0
DAHook,489,31.0
DAHook,490,32.0
DAHook,493,33.0
DAHook,494,34.0
DAHook,496,35.0
DAHook,497,36.0
DAHook,501,23.0
DAHook,502,24.0
DAHook,504,35.0
DAHook,507,36.0
DAHook,509,37.0
DAHook,510,38.0
DAHook,513,39.0
DAHook,514,40.0
DAHook,518,19.0
DAHook,519,20.0
DAHook,521,21.0
DAHook,523,38.0
DAHook,525,21.0
DAHook,527,22.0
DAHook,528,37.0
DAHook,529,38.0
DAHook,536,21.0
DAHook,537,22.0
DAHook,541,37.0
DAHook,542,38.0
DAHook,545,39.0
DAHook,550,20.0
DAHook,551,21.0
DAHook,554,38.0
DAHook,558,21.0
DAHook,559,22.0
DAHook,560,23.0
DAHook,562,36.0
DAHook,563,23.0
DAHook,566,36.0
DAHook,571,23.0
DAHook,572,24.0
DAHook,573,25.0
DAHook,581,34.0
DAHook,590,25.0
DAHook,591,26.0
DAHook,593,27.0
DAHook,596,28.0
DAHook,600,31.0
DAHook,603,32.0
DAHook,605,33.0
DAHook,614,26.0
DAHook,615,33.0
DAHook,616,34.0
DAHook,627,25.0
DAHook,628,26.0
DAHook,630,33.0
DAHook,631,34.0
DAHook,636,25.0
DAHook,638,34.0
DAHook,643,35.0
DAHook,647,24.0
DAHook,648,25.0
DAHook,653,26.0
DAHook,654,27.0
DAHook,655,28.0
DAHook,660,29.0
DAHook,663,30.0
DAHook,665,29.0
DAHook,666,30.0
DAHook,670,29.0
DAHook,674,30.0
DAHook,676,29.0
DAHook,678,30.0
DAHook,679,31.0
DAHook,681,32.0
DAHook,690,27.0
DAHook,692,28.0
DAHook,695,29.0
DAHook,704,30.0
DAHook,707,31.0
DAHook,710,32.0
DAHook,712,27.0
DAHook,716,28.0
DAHook,719,31.0
DAHook,720,32.0
DAHook,724,33.0
DAHook,728,26.0
DAHook,729,27.0
DAHook,740,28.0
DAHook,741,29.0
DAHook,742,30.0
DAHook,743,31.0
DAHook,751,32.0
DAHook,754,33.0
DAHook,755,34.0
DAHook,756,35.0
DAHook,758,36.0
DAHook,759,37.0
DAHook,767,22.0
DAHook,770,23.0
DAHook,771,24.0
DAHook,772,25.0
DAHook,777,34.0
DAHook,781,25.0
DAHook,788,34.0
DAHook,791,25.0
DAHook,794,26.0
DAHook,795,27.0
DAHook,802,32.0
DAHook,803,33.0
DAHook,812,26.0
DAHook,817,33.0
DAHook,821,34.0
DAHook,822,35.0
DAHook,824,36.0
DAHook,826,23.0
DAHook,833,24.0
DAHook,834,25.0
DAHook,835,26.0
DAHook,841,27.0
DAHook,842,28.0
DAHook,855,31.0
DAHook,857,32.0
DAHook,870,27.0
DAHook,882,32.0
DAHook,883,33.0
DAHook,898,34.0
DAHook,905,25.0
DAHook,907,34.0
DAHook,910,25.0
DAHook,916,26.0
DAHook,944,33.0
DAHook,949,34.0
DAHook,960,25.0
DAHook,962,26.0
DAHook,963,27.0
DAHook,967,28.0
DAHook,968,29.0
DAHook,971,30.0
DAHook,975,29.0
DAHook,976,30.0
DAHook,978,31.0
DAHook,990,32.0
DAHook,992,33.0
DAHook,995,34.0
DAHook,1009,25.0
DAHook,1026,34.0
DAHook,1028,35.0
DAHook,1037,36.0
DAHook,1041,37.0
DAHook,1051,38.0
DAHook,1053,21.0
DAHook,1059,38.0
DAHook,1060,39.0
DAHook,1064,40.0
DAHook,1071,19.0
DAHook,1079,40.0
DAHook,1080,19.0
DAHook,1081,40.0
DAHook,1082,19.0
DAHook,1087,40.0
DAHook,1090,41.0
DAHook,1091,42.0
DAHook,1093,43.0
DAHook,1097,44.0
DAHook,1103,45.0
DAHook,1105,46.0
DAHook,1106,47.0
DAHook,1107,48.0
DAHook,1111,49.0
DAHook,1112,50.0
DAHook,1113,51.0
DAHook,1114,52.0
DAHook,1125,7.0
DAHook,1127,52.0
DAHook,1128,53.0
DAHook,1132,6.0
DAHook,1133,7.0
DAHook,1135,8.0
DAHook,1138,9.0
DAHook,1156,10.0
DAHook,1163,11.0
DAHook,1165,12.0
DAHook,1179,13.0
DAHook,1182,14.0
DAHook,1183,45.0
DAHook,1187,46.0
DAHook,1196,13.0
DAHook,1200,14.0
DAHook,1206,45.0
DAHook,1213,46.0
DAHook,1225,47.0
DAHook,1232,48.0
DAHook,1237,11.0
DAHook,1238,12.0
DAHook,1242,13.0
DAHook,1245,14.0
DAHook,1246,15.0
DAHook,1261,44.0
DAHook,1272,45.0
DAHook,1275,46.0
DAHook,1278,47.0
DAHook,1296,12.0
DAHook,1307,13.0
DAHook,1309,14.0
DAHook,1325,45.0
DAHook,1327,46.0
DAHook,1328,47.0
DAHook,1333,48.0
DAHook,1334,49.0
DAHook,1338,50.0
DAHook,1339,51.0
DAHook,1341,52.0
DAHook,1359,7.0
DAHook,1368,8.0
DAHook,1379,9.0
DAHook,1390,10.0
DAHook,1391,11.0
DAHook,1395,12.0
DAHook,1422,47.0
DAHook,1432,48.0
DAHook,1433,49.0
ABHook,61,26.03
ABHook,64,26.22
ABHook,68,33.48
ABHook,69,33.61
ABHook,70,33.73
ABHook,71,34.17
ABHook,76,25.71
ABHook,80,25.99
ABHook,82,26.17
ABHook,87,33.54
ABHook,88,33.98
ABHook,89,34.15
ABHook,90,34.68
ABHook,92,25.15
ABHook,94,34.67
ABHook,97,24.77
ABHook,98,25.25
ABHook,99,25.35
ABHook,101,25.48
ABHook,105,25.7
ABHook,108,25.89
ABHook,113,33.85
ABHook,115,34.0
ABHook,116,34.18
ABHook,118,34.42
ABHook,120,34.58
ABHook,123,34.83
ABHook,125,24.77
ABHook,126,24.87
ABHook,129,25.31
ABHook,130,25.54
ABHook,139,25.7
ABHook,141,34.16
ABHook,142,34.28
ABHook,144,34.38
ABHook,146,34.66
ABHook,149,34.81
ABHook,150,24.99
ABHook,153,25.35
ABHook,154,25.64
ABHook,162,34.19
ABHook,163,25.72
ABHook,165,33.96
ABHook,166,34.05
ABHook,167,34.27
ABHook,168,34.84
ABHook,169,35.08
ABHook,170,35.2
ABHook,171,35.72
ABHook,175,36.19
ABHook,180,23.54
ABHook,181,24.08
ABHook,184,24.2
ABHook,185,35.66
ABHook,191,24.19
ABHook,195,24.39
ABHook,196,24.78
ABHook,197,24.98
ABHook,202,25.27
ABHook,203,25.58
ABHook,205,25.79
ABHook,208,34.07
ABHook,210,34.17
ABHook,216,34.27
ABHook,217,34.53
ABHook,218,25.31
ABHook,222,34.53
ABHook,225,25.3
ABHook,233,25.47
ABHook,234,25.59
ABHook,239,34.22
ABHook,242,25.59
ABHook,244,25.74
ABHook,247,33.68
ABHook,249,33.89
ABHook,251,25.95
ABHook,254,26.11
ABHook,255,26.29
ABHook,256,26.4
ABHook,258,26.5
ABHook,261,26.73
ABHook,263,33.14
ABHook,264,33.47
ABHook,265,33.74
ABHook,266,33.92
ABHook,269,34.04
ABHook,270,34.18
ABHook,276,25.74
ABHook,279,25.89
ABHook,287,26.18
ABHook,288,26.4
ABHook,289,26.6
ABHook,290,26.77
ABHook,295,26.87
ABHook,298,32.77
ABHook,301,33.07
ABHook,302,33.35
ABHook,303,33.58
ABHook,307,26.32
ABHook,308,26.51
ABHook,309,26.8
ABHook,311,27.23
ABHook,313,32.6
ABHook,315,32.77
ABHook,321,26.8
ABHook,322,27.51
ABHook,323,28.16
ABHook,325,28.28
ABHook,330,31.12
ABHook,331,31.4
ABHook,332,31.59
ABHook,334,31.83
ABHook,337,27.6
ABHook,343,31.82
ABHook,345,31.93
ABHook,346,32.03
ABHook,348,27.38
ABHook,351,27.47
ABHook,352,32.32
ABHook,357,27.57
ABHook,359,27.74
ABHook,361,31.96
ABHook,364,32.11
ABHook,366,32.63
ABHook,371,27.22
ABHook,372,27.45
ABHook,373,27.54
ABHook,378,32.36
ABHook,379,32.97
ABHook,383,26.78
ABHook,389,26.98
ABHook,391,27.27
ABHook,396,32.65
ABHook,397,32.96
ABHook,401,26.95
ABHook,402,27.18
ABHook,403,27.62
ABHook,405,27.71
ABHook,410,32.18
ABHook,411,32.3
ABHook,412,32.42
ABHook,422,32.6
ABHook,423,32.88
ABHook,426,26.7
ABHook,427,27.05
ABHook,428,27.46
ABHook,430,31.47
ABHook,432,31.65
ABHook,434,31.81
ABHook,435,31.89
ABHook,436,32.29
ABHook,444,27.16
ABHook,446,27.56
ABHook,450,32.24
ABHook,458,27.63
ABHook,462,32.28
ABHook,464,27.56
ABHook,465,27.7
ABHook,471,27.81
ABHook,474,27.93
ABHook,475,28.03
ABHook,477,31.5
ABHook,480,28.34
ABHook,483,31.13
ABHook,487,28.17
ABHook,488,28.71
ABHook,489,28.9
ABHook,490,29.28
ABHook,493,29.66
ABHook,494,29.86
ABHook,496,30.01
ABHook,497,30.37
ABHook,501,29.53
ABHook,502,30.12
ABHook,504,29.79
ABHook,507,29.88
ABHook,508,30.0
ABHook,509,30.08
ABHook,510,30.27
ABHook,513,30.37
ABHook,514,30.55
ABHook,518,29.26
ABHook,519,29.76
ABHook,521,30.1
ABHook,523,29.41
ABHook,525,30.32
ABHook,527,30.48
ABHook,528,29.33
ABHook,529,29.47
ABHook,536,30.4
ABHook,537,30.49
ABHook,541,29.25
ABHook,542,29.36
ABHook,545,29.55
ABHook,550,30.12
ABHook,551,30.21
ABHook,554,29.41
ABHook,558,30.45
ABHook,559,30.7
ABHook,560,30.78
ABHook,562,29.05
ABHook,563,30.7
ABHook,566,29.22
ABHook,571,30.65
ABHook,572,30.94
ABHook,573,31.23
ABHook,581,28.4
ABHook,590,31.46
ABHook,591,32.0
ABHook,593,32.13
ABHook,596,32.52
ABHook,600,27.2
ABHook,603,27.55
ABHook,605,27.67
ABHook,614,32.22
ABHook,615,27.48
ABHook,616,27.68
ABHook,627,32.12
ABHook,628,32.24
ABHook,630,27.64
ABHook,631,27.84
ABHook,636,32.03
ABHook,642,27.87
ABHook,643,28.02
ABHook,647,31.71
ABHook,648,31.82
ABHook,653,31.91
ABHook,654,32.01
ABHook,655,32.09
ABHook,660,32.29
ABHook,663,32.77
ABHook,665,27.1
ABHook,666,27.2
ABHook,670,32.67
ABHook,674,27.16
ABHook,676,32.67
ABHook,678,26.94
ABHook,679,27.3
ABHook,681,27.5
ABHook,691,32.35
ABHook,692,32.49
ABHook,695,33.03
ABHook,704,26.8
ABHook,707,26.92
ABHook,710,27.03
ABHook,712,32.82
ABHook,716,33.01
ABHook,719,26.83
ABHook,720,27.18
ABHook,724,27.27
ABHook,728,32.6
ABHook,729,32.95
ABHook,740,33.24
ABHook,741,33.34
ABHook,742,33.43
ABHook,743,33.57
ABHook,751,33.88
ABHook,754,34.12
ABHook,755,34.46
ABHook,756,34.65
ABHook,758,34.99
ABHook,759,35.63
ABHook,767,23.82
ABHook,770,24.21
ABHook,771,24.55
ABHook,772,24.64
ABHook,777,35.22
ABHook,781,24.64
ABHook,788,35.06
ABHook,791,24.59
ABHook,794,24.79
ABHook,795,25.06
ABHook,802,34.81
ABHook,803,34.97
ABHook,812,24.7
ABHook,817,35.11
ABHook,821,35.23
ABHook,822,35.32
ABHook,824,35.53
ABHook,826,24.35
ABHook,833,24.68
ABHook,834,24.78
ABHook,835,24.95
ABHook,841,25.56
ABHook,842,25.91
ABHook,855,33.9
ABHook,857,34.23
ABHook,870,25.24
ABHook,882,34.47
ABHook,883,34.57
ABHook,898,34.9
ABHook,905,24.88
ABHook,907,35.02
ABHook,910,24.89
ABHook,916,24.98
ABHook,944,34.84
ABHook,949,34.99
ABHook,960,24.9
ABHook,962,25.08
ABHook,963,25.36
ABHook,967,26.06
ABHook,968,26.23
ABHook,971,26.54
ABHook,975,33.02
ABHook,976,33.17
ABHook,978,33.41
ABHook,990,33.51
ABHook,992,33.89
ABHook,995,34.12
ABHook,1009,25.67
ABHook,1026,33.85
ABHook,1028,33.96
ABHook,1037,34.12
ABHook,1041,34.3
ABHook,1051,34.45
ABHook,1053,25.45
ABHook,1059,34.24
ABHook,1060,34.35
ABHook,1064,34.46
ABHook,1071,25.34
ABHook,1079,34.41
ABHook,1080,25.51
ABHook,1081,34.29
ABHook,1082,25.61
ABHook,1087,34.3
ABHook,1090,34.5
ABHook,1091,34.64
ABHook,1093,34.81
ABHook,1097,34.93
ABHook,1103,35.24
ABHook,1105,35.41
ABHook,1106,35.68
ABHook,1107,35.92
ABHook,1111,36.15
ABHook,1112,36.34
ABHook,1113,36.49
ABHook,1114,36.62
ABHook,1125,23.25
ABHook,1127,36.62
ABHook,1128,36.79
ABHook,1132,22.94
ABHook,1133,23.11
ABHook,1135,23.21
ABHook,1138,23.34
ABHook,1156,23.44
ABHook,1163,23.55
ABHook,1165,23.71
ABHook,1179,24.06
ABHook,1182,24.16
ABHook,1183,35.19
ABHook,1187,35.3
ABHook,1196,24.57
ABHook,1200,24.65
ABHook,1206,35.17
ABHook,1213,35.26
ABHook,1225,35.52
ABHook,1232,35.71
ABHook,1237,24.21
ABHook,1238,24.36
ABHook,1242,24.46
ABHook,1245,24.58
ABHook,1246,24.71
ABHook,1261,35.17
ABHook,1272,35.44
ABHook,1275,35.55
ABHook,1278,35.65
ABHook,1296,24.08
ABHook,1307,24.17
ABHook,1309,24.33
ABHook,1325,35.55
ABHook,1327,35.64
ABHook,1328,35.92
ABHook,1333,36.04
ABHook,1334,36.26
ABHook,1338,36.42
ABHook,1339,36.53
ABHook,1341,36.62
ABHook,1359,23.23
ABHook,1368,23.35
ABHook,1379,23.59
ABHook,1390,23.68
ABHook,1391,23.8
ABHook,1395,23.96
ABHook,1422,35.89
ABHook,1432,36.01
ABHook,1433,36.24
VolatilityHook,60,6.49
VolatilityHook,61,6.5
VolatilityHook,64,6.43
VolatilityHook,68,6.4
VolatilityHook,69,6.44
VolatilityHook,70,6.38
VolatilityHook,71,6.42
VolatilityHook,73,6.36
VolatilityHook,75,6.31
VolatilityHook,76,6.29
VolatilityHook,80,6.48
VolatilityHook,82,6.43
VolatilityHook,84,6.4
VolatilityHook,87,6.36
VolatilityHook,88,6.46
VolatilityHook,89,6.4
VolatilityHook,90,6.49
VolatilityHook,91,6.43
VolatilityHook,92,6.37
VolatilityHook,94,6.36
VolatilityHook,96,6.7
VolatilityHook,97,6.67
VolatilityHook,98,6.68
VolatilityHook,99,6.59
VolatilityHook,101,6.52
VolatilityHook,105,6.47
VolatilityHook,106,6.42
VolatilityHook,108,6.36
VolatilityHook,110,6.41
VolatilityHook,111,6.4
VolatilityHook,113,6.36
VolatilityHook,115,6.36
VolatilityHook,116,6.31
VolatilityHook,118,6.28
VolatilityHook,120,6.23
VolatilityHook,123,6.21
VolatilityHook,124,6.26
VolatilityHook,126,6.28
VolatilityHook,129,6.36
VolatilityHook,130,6.32
VolatilityHook,132,6.27
VolatilityHook,133,6.24
VolatilityHook,137,6.2
VolatilityHook,139,6.16
VolatilityHook,141,6.2
VolatilityHook,142,6.26
VolatilityHook,143,6.2
VolatilityHook,144,6.17
VolatilityHook,146,6.29
VolatilityHook,149,6.24
VolatilityHook,150,6.21
VolatilityHook,153,6.42
VolatilityHook,154,6.4
VolatilityHook,156,6.34
VolatilityHook,162,6.29
VolatilityHook,163,6.26
VolatilityHook,164,6.42
VolatilityHook,165,6.37
VolatilityHook,166,6.33
VolatilityHook,167,6.29
VolatilityHook,168,6.42
VolatilityHook,169,6.39
VolatilityHook,170,6.32
VolatilityHook,171,6.42
VolatilityHook,175,6.48
VolatilityHook,176,6.44
VolatilityHook,177,6.43
VolatilityHook,180,6.42
VolatilityHook,181,6.71
VolatilityHook,184,6.63
VolatilityHook,185,6.56
VolatilityHook,186,6.58
VolatilityHook,191,6.53
VolatilityHook,195,6.49
VolatilityHook,196,6.5
VolatilityHook,197,6.45
VolatilityHook,202,6.42
VolatilityHook,203,6.41
VolatilityHook,204,6.36
VolatilityHook,205,6.34
VolatilityHook,206,6.38
VolatilityHook,208,6.35
VolatilityHook,210,6.29
VolatilityHook,211,6.23
VolatilityHook,212,6.25
VolatilityHook,213,6.28
VolatilityHook,214,6.26
VolatilityHook,216,6.25
VolatilityHook,217,6.22
VolatilityHook,218,6.17
VolatilityHook,219,6.26
VolatilityHook,220,6.22
VolatilityHook,222,6.17
VolatilityHook,224,6.12
VolatilityHook,225,6.13
VolatilityHook,233,6.09
VolatilityHook,234,6.05
VolatilityHook,238,6.03
VolatilityHook,239,6.06
VolatilityHook,240,6.03
VolatilityHook,242,6.01
VolatilityHook,244,6.01
VolatilityHook,245,6.2
VolatilityHook,246,6.19
VolatilityHook,247,6.16
VolatilityHook,249,6.27
VolatilityHook,250,6.22
VolatilityHook,251,6.22
VolatilityHook,254,6.17
VolatilityHook,255,6.14
VolatilityHook,256,6.09
VolatilityHook,258,6.04
VolatilityHook,259,6.03
VolatilityHook,261,6.0
VolatilityHook,262,6.04
VolatilityHook,263,6.08
VolatilityHook,264,6.08
VolatilityHook,265,6.08
VolatilityHook,266,6.06
VolatilityHook,269,6.01
VolatilityHook,275,5.98
VolatilityHook,279,6.0
VolatilityHook,285,6.06
VolatilityHook,286,6.03
VolatilityHook,287,6.02
VolatilityHook,288,5.99
VolatilityHook,289,5.98
VolatilityHook,290,5.95
VolatilityHook,292,5.91
VolatilityHook,293,5.9
VolatilityHook,294,5.92
VolatilityHook,295,5.92
VolatilityHook,296,6.1
VolatilityHook,298,6.06
VolatilityHook,301,6.15
VolatilityHook,302,6.15
VolatilityHook,303,6.13
VolatilityHook,307,6.08
VolatilityHook,308,6.2
VolatilityHook,309,6.2
VolatilityHook,311,6.26
VolatilityHook,313,6.22
VolatilityHook,315,6.3
VolatilityHook,319,6.35
VolatilityHook,321,6.37
VolatilityHook,322,6.53
VolatilityHook,323,6.67
VolatilityHook,325,6.59
VolatilityHook,327,6.69
VolatilityHook,329,6.62
VolatilityHook,330,6.57
VolatilityHook,331,6.7
VolatilityHook,332,6.63
VolatilityHook,334,6.58
VolatilityHook,336,6.66
VolatilityHook,337,6.64
VolatilityHook,341,6.69
VolatilityHook,343,6.63
VolatilityHook,344,6.56
VolatilityHook,345,6.56
VolatilityHook,346,6.6
VolatilityHook,348,6.69
VolatilityHook,351,6.68
VolatilityHook,352,6.62
VolatilityHook,356,6.62
VolatilityHook,357,6.59
VolatilityHook,359,6.52
VolatilityHook,360,6.49
VolatilityHook,361,6.44
VolatilityHook,364,6.4
VolatilityHook,366,6.49
VolatilityHook,368,6.43
VolatilityHook,371,6.39
VolatilityHook,373,6.36
VolatilityHook,375,6.32
VolatilityHook,378,6.32
VolatilityHook,379,6.45
VolatilityHook,383,6.41
VolatilityHook,384,6.48
VolatilityHook,385,6.44
VolatilityHook,386,6.39
VolatilityHook,387,6.32
VolatilityHook,388,6.29
VolatilityHook,389,6.26
VolatilityHook,395,6.25
VolatilityHook,396,6.21
VolatilityHook,397,6.22
VolatilityHook,400,6.17
VolatilityHook,401,6.14
VolatilityHook,402,6.15
VolatilityHook,403,6.23
VolatilityHook,405,6.17
VolatilityHook,407,6.12
VolatilityHook,408,6.15
VolatilityHook,409,6.12
VolatilityHook,411,6.1
VolatilityHook,412,6.07
VolatilityHook,417,6.04
VolatilityHook,420,6.02
VolatilityHook,421,6.0
VolatilityHook,422,5.96
VolatilityHook,423,5.95
VolatilityHook,424,6.05
VolatilityHook,426,6.08
VolatilityHook,427,6.1
VolatilityHook,428,6.17
VolatilityHook,429,6.75
VolatilityHook,430,6.7
VolatilityHook,432,6.63
VolatilityHook,435,6.56
VolatilityHook,436,6.61
VolatilityHook,438,6.68
VolatilityHook,440,6.63
VolatilityHook,442,6.55
VolatilityHook,444,6.48
VolatilityHook,445,6.54
VolatilityHook,446,6.48
VolatilityHook,447,6.5
VolatilityHook,450,6.44
VolatilityHook,457,6.41
VolatilityHook,459,6.4
VolatilityHook,461,6.34
VolatilityHook,462,6.33
VolatilityHook,463,6.29
VolatilityHook,464,6.27
VolatilityHook,465,6.23
VolatilityHook,469,6.17
VolatilityHook,471,6.13
VolatilityHook,474,6.14
VolatilityHook,475,6.09
VolatilityHook,476,6.19
VolatilityHook,477,6.15
VolatilityHook,478,6.16
VolatilityHook,480,6.19
VolatilityHook,482,6.27
VolatilityHook,483,6.23
VolatilityHook,484,6.56
VolatilityHook,485,6.52
VolatilityHook,487,6.46
VolatilityHook,488,6.66
VolatilityHook,489,6.59
VolatilityHook,490,6.58
VolatilityHook,493,6.58
VolatilityHook,494,6.52
VolatilityHook,495,6.46
VolatilityHook,496,6.45
VolatilityHook,497,6.63
VolatilityHook,500,6.55
VolatilityHook,501,6.52
VolatilityHook,504,6.63
VolatilityHook,506,6.59
VolatilityHook,507,6.56
VolatilityHook,509,6.58
VolatilityHook,510,6.54
VolatilityHook,511,6.46
VolatilityHook,513,6.41
VolatilityHook,514,6.43
VolatilityHook,516,6.38
VolatilityHook,518,6.34
VolatilityHook,519,6.47
VolatilityHook,521,6.46
VolatilityHook,522,6.52
VolatilityHook,523,6.47
VolatilityHook,525,6.46
VolatilityHook,526,6.5
VolatilityHook,527,6.45
VolatilityHook,528,6.47
VolatilityHook,529,6.5
VolatilityHook,530,6.44
VolatilityHook,532,6.41
VolatilityHook,535,6.38
VolatilityHook,536,6.34
VolatilityHook,537,6.29
VolatilityHook,538,6.27
VolatilityHook,541,6.24
VolatilityHook,542,6.19
VolatilityHook,545,6.16
VolatilityHook,547,6.18
VolatilityHook,548,6.17
VolatilityHook,549,6.13
VolatilityHook,550,6.09
VolatilityHook,551,6.05
VolatilityHook,552,6.11
VolatilityHook,553,6.08
VolatilityHook,554,6.04
VolatilityHook,555,6.0
VolatilityHook,556,6.03
VolatilityHook,557,6.03
VolatilityHook,558,6.02
VolatilityHook,560,6.03
VolatilityHook,561,6.03
VolatilityHook,562,6.04
VolatilityHook,563,6.04
VolatilityHook,564,6.1
VolatilityHook,566,6.1
VolatilityHook,567,6.06
VolatilityHook,569,6.06
VolatilityHook,570,6.05
VolatilityHook,571,6.08
VolatilityHook,572,6.06
VolatilityHook,573,6.08
VolatilityHook,575,6.13
VolatilityHook,581,6.1
VolatilityHook,585,6.09
VolatilityHook,589,6.05
VolatilityHook,590,6.03
VolatilityHook,591,6.16
VolatilityHook,593,6.11
VolatilityHook,596,6.17
VolatilityHook,597,6.16
VolatilityHook,598,6.16
VolatilityHook,600,6.15
VolatilityHook,603,6.34
VolatilityHook,605,6.28
VolatilityHook,606,6.22
VolatilityHook,614,6.19
VolatilityHook,615,6.24
VolatilityHook,616,6.34
VolatilityHook,617,6.29
VolatilityHook,618,6.25
VolatilityHook,623,6.22
VolatilityHook,626,6.23
VolatilityHook,627,6.19
VolatilityHook,628,6.2
VolatilityHook,630,6.15
VolatilityHook,631,6.27
VolatilityHook,635,6.21
VolatilityHook,636,6.19
VolatilityHook,637,6.15
VolatilityHook,640,6.16
VolatilityHook,642,6.15
VolatilityHook,643,6.2
VolatilityHook,645,6.2
VolatilityHook,648,6.23
VolatilityHook,653,6.18
VolatilityHook,655,6.13
VolatilityHook,660,6.13
VolatilityHook,662,6.23
VolatilityHook,663,6.19
VolatilityHook,664,6.19
VolatilityHook,665,6.15
VolatilityHook,666,6.12
VolatilityHook,670,6.08
VolatilityHook,673,6.19
VolatilityHook,674,6.14
VolatilityHook,675,6.15
VolatilityHook,676,6.13
VolatilityHook,677,6.22
VolatilityHook,678,6.22
VolatilityHook,679,6.24
VolatilityHook,681,6.21
VolatilityHook,684,6.16
VolatilityHook,688,6.12
VolatilityHook,691,6.07
VolatilityHook,692,6.04
VolatilityHook,693,6.2
VolatilityHook,694,6.17
VolatilityHook,695,6.13
VolatilityHook,699,6.11
VolatilityHook,704,6.1
VolatilityHook,705,6.07
VolatilityHook,707,6.08
VolatilityHook,708,6.14
VolatilityHook,709,6.13
VolatilityHook,710,6.11
VolatilityHook,712,6.07
VolatilityHook,716,6.2
VolatilityHook,718,6.16
VolatilityHook,719,6.13
VolatilityHook,720,6.21
VolatilityHook,722,6.16
VolatilityHook,723,6.12
VolatilityHook,724,6.09
VolatilityHook,725,6.05
VolatilityHook,726,6.05
VolatilityHook,728,6.0
VolatilityHook,729,6.02
VolatilityHook,734,6.03
VolatilityHook,735,6.04
VolatilityHook,740,6.02
VolatilityHook,741,6.0
VolatilityHook,742,5.95
VolatilityHook,743,5.92
VolatilityHook,751,5.96
VolatilityHook,752,5.96
VolatilityHook,753,5.95
VolatilityHook,754,5.93
VolatilityHook,755,6.02
VolatilityHook,756,5.99
VolatilityHook,758,6.04
VolatilityHook,759,6.28
VolatilityHook,762,6.41
VolatilityHook,763,6.37
VolatilityHook,767,6.32
VolatilityHook,770,6.49
VolatilityHook,772,6.48
VolatilityHook,777,6.43
VolatilityHook,780,6.47
VolatilityHook,781,6.45
VolatilityHook,784,6.43
VolatilityHook,788,6.37
VolatilityHook,789,6.44
VolatilityHook,791,6.4
VolatilityHook,792,6.37
VolatilityHook,794,6.32
VolatilityHook,795,6.37
VolatilityHook,797,6.31
VolatilityHook,799,6.26
VolatilityHook,802,6.2
VolatilityHook,803,6.17
VolatilityHook,804,6.19
VolatilityHook,807,6.17
VolatilityHook,810,6.14
VolatilityHook,811,6.13
VolatilityHook,812,6.11
VolatilityHook,814,6.17
VolatilityHook,817,6.13
VolatilityHook,822,6.12
VolatilityHook,824,6.13
VolatilityHook,825,6.09
VolatilityHook,826,6.1
VolatilityHook,827,6.12
VolatilityHook,831,6.09
VolatilityHook,834,6.07
VolatilityHook,835,6.06
VolatilityHook,837,6.27
VolatilityHook,838,6.24
VolatilityHook,840,6.2
VolatilityHook,841,6.14
VolatilityHook,842,6.14
VolatilityHook,843,6.11
VolatilityHook,847,6.08
VolatilityHook,849,6.04
VolatilityHook,851,6.05
VolatilityHook,852,6.06
VolatilityHook,854,6.06
VolatilityHook,855,6.05
VolatilityHook,857,6.08
VolatilityHook,858,6.23
VolatilityHook,863,6.23
VolatilityHook,865,6.18
VolatilityHook,866,6.15
VolatilityHook,868,6.16
VolatilityHook,870,6.14
VolatilityHook,877,6.16
VolatilityHook,881,6.15
VolatilityHook,882,6.11
VolatilityHook,883,6.14
VolatilityHook,884,6.16
VolatilityHook,885,6.13
VolatilityHook,886,6.11
VolatilityHook,892,6.13
VolatilityHook,895,6.1
VolatilityHook,898,6.06
VolatilityHook,900,6.04
VolatilityHook,905,6.03
VolatilityHook,906,6.0
VolatilityHook,907,5.99
VolatilityHook,908,5.96
VolatilityHook,910,5.93
VolatilityHook,916,5.93
VolatilityHook,918,5.91
VolatilityHook,920,5.9
VolatilityHook,924,5.86
VolatilityHook,926,5.85
VolatilityHook,928,5.82
VolatilityHook,929,5.81
VolatilityHook,930,5.78
VolatilityHook,938,5.84
VolatilityHook,944,5.91
VolatilityHook,949,5.89
VolatilityHook,954,5.86
VolatilityHook,957,5.89
VolatilityHook,959,5.88
VolatilityHook,960,5.89
VolatilityHook,962,5.87
VolatilityHook,963,5.9
VolatilityHook,965,6.23
VolatilityHook,966,6.21
VolatilityHook,967,6.18
VolatilityHook,968,6.16
VolatilityHook,971,6.17
VolatilityHook,973,6.24
VolatilityHook,975,6.21
VolatilityHook,976,6.19
VolatilityHook,978,6.17
VolatilityHook,990,6.11
VolatilityHook,992,6.16
VolatilityHook,995,6.14
VolatilityHook,996,6.12
VolatilityHook,999,6.08
VolatilityHook,1001,6.05
VolatilityHook,1006,6.02
VolatilityHook,1008,5.99
VolatilityHook,1009,5.96
VolatilityHook,1023,6.22
VolatilityHook,1025,6.18
VolatilityHook,1026,6.13
VolatilityHook,1028,6.08
VolatilityHook,1031,6.05
VolatilityHook,1035,6.02
VolatilityHook,1037,5.97
VolatilityHook,1038,6.1
VolatilityHook,1041,6.08
